comune,provincia,regione,nome,idCandidato,anno,voti
PONTREMOLI,MASSA-CARRARA,TOSCANA,LISTA CIVICA - L'ALTRA PONTREMOLI,BATTAGLIA UMBERTO,2016,391
PONTREMOLI,MASSA-CARRARA,TOSCANA,DESTRA - PONTREMOLI A DESTRA,LOLLO DANILO,2016,88
SERAVEZZA,LUCCA,TOSCANA,LISTA CIVICA - AL CUORE DELLA VERSILIA,TARABELLA RICCARDO,2016,2402
SERAVEZZA,LUCCA,TOSCANA,LISTA CIVICA - PATTO CIVICO,GIORGI ANDREA,2016,1829
SERAVEZZA,LUCCA,TOSCANA,LISTA CIVICA - IDEE IN COMUNE,CAVIRANI RICCARDO MARIA,2016,1619
SERAVEZZA,LUCCA,TOSCANA,MOVIMENTO 5 STELLE.IT,MATTEI MIRKO,2016,1066
SCANSANO,GROSSETO,TOSCANA,LISTA CIVICA - INSIEME PER SCANSANO,MARCHI FRANCESCO,2016,994
SCANSANO,GROSSETO,TOSCANA,LISTA CIVICA - NOI PER SCANSANO,TENUCCI FRANCESCO,2016,730
SCANSANO,GROSSETO,TOSCANA,LISTA CIVICA - PRIMA SCANSANO,BRIZZI GIULIANO,2016,478
SESTO FIORENTINO,FIRENZE,TOSCANA,PARTITO DEMOCRATICO,ZAMBINI LORENZO,2016,6252
SESTO FIORENTINO,FIRENZE,TOSCANA,LISTA CIVICA - SESTO! SIAMO NOI,ZAMBINI LORENZO,2016,831
SESTO FIORENTINO,FIRENZE,TOSCANA,LISTA CIVICA - SESTO CIVICA,ZAMBINI LORENZO,2016,400
SESTO FIORENTINO,FIRENZE,TOSCANA,SINISTRA - SI SINISTRA ITALIANA,FALCHI LORENZO,2016,3826
SESTO FIORENTINO,FIRENZE,TOSCANA,LISTA CIVICA - PER SESTO,FALCHI LORENZO,2016,2085
SESTO FIORENTINO,FIRENZE,TOSCANA,LISTA CIVICA - PER SESTO BENE COMUNE,QUERCIOLI MAURIZIO,2016,2287
SESTO FIORENTINO,FIRENZE,TOSCANA,RIFONDAZIONE COMUNISTA-ALTRE,QUERCIOLI MAURIZIO,2016,1330
SANSEPOLCRO,AREZZO,TOSCANA,LISTA CIVICA - IL NOSTRO BORGO,CORNIOLI MAURO,2016,1565
SANSEPOLCRO,AREZZO,TOSCANA,LISTA CIVICA - DEMOCRATICI PER CAMBIARE,CORNIOLI MAURO,2016,1120
SESTO FIORENTINO,FIRENZE,TOSCANA,FRATELLI D'ITALIA-AN-L.NORD,TAURIELLO MARIA,2016,1294
SESTO FIORENTINO,FIRENZE,TOSCANA,FORZA ITALIA,TAURIELLO MARIA,2016,1138
SESTO FIORENTINO,FIRENZE,TOSCANA,MOVIMENTO 5 STELLE.IT,CAVALLO PIETRO POMPEO,2016,2369
CAPRAIA ISOLA,LIVORNO,TOSCANA,LISTA CIVICA - LISTA GUARENTE PER CAPRAIA,GUARENTE GAETANO,2016,243
SANSEPOLCRO,AREZZO,TOSCANA,LISTA CIVICA - INSIEME POSSIAMO,CORNIOLI MAURO,2016,442
SANSEPOLCRO,AREZZO,TOSCANA,PARTITO DEMOCRATICO,FRULLANI DANIELA,2016,1880
SANSEPOLCRO,AREZZO,TOSCANA,LISTA CIVICA - NUOVE PROSPETTIVE PER IL BORGO,FRULLANI DANIELA,2016,482
RIMINI,RIMINI,EMILIA-ROMAGNA,PARTITO DEMOCRATICO,GNASSI ANDREA,2016,20447
RIMINI,RIMINI,EMILIA-ROMAGNA,LISTA CIVICA - PATTO CIVICO CON GNASSI,GNASSI ANDREA,2016,8458
RIMINI,RIMINI,EMILIA-ROMAGNA,LISTA CIVICA - RIMINI ATTIVA,GNASSI ANDREA,2016,2180
VENTASSO,REGGIO NELL'EMILIA,EMILIA-ROMAGNA,LISTA CIVICA - VENTASSO ADESSO!,MANARI ANTONIO,2016,1307
VENTASSO,REGGIO NELL'EMILIA,EMILIA-ROMAGNA,LISTA CIVICA - VIVERE VENTASSO,BARGIACCHI PAOLO,2016,1238
SANSEPOLCRO,AREZZO,TOSCANA,PARTITO SOCIALISTA ITALIANO,FRULLANI DANIELA,2016,183
SANSEPOLCRO,AREZZO,TOSCANA,LEGA NORD,GIUNTI TONINO,2016,549
RIMINI,RIMINI,EMILIA-ROMAGNA,LISTA CIVICA - FUTURA #CON GNASSI,GNASSI ANDREA,2016,1505
RIMINI,RIMINI,EMILIA-ROMAGNA,SINISTRA - SINISTRA X RIMINI,GNASSI ANDREA,2016,838
SANSEPOLCRO,AREZZO,TOSCANA,LISTA CIVICA - CITTADINI PER SANSEPOLCRO,GIUNTI TONINO,2016,467
SANSEPOLCRO,AREZZO,TOSCANA,FORZA ITALIA,GIUNTI TONINO,2016,348
SANSEPOLCRO,AREZZO,TOSCANA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,GIUNTI TONINO,2016,101
RIMINI,RIMINI,EMILIA-ROMAGNA,ITALIA DEI VALORI-CENTRO DEMOCRATICO,GNASSI ANDREA,2016,762
RIMINI,RIMINI,EMILIA-ROMAGNA,LEGA NORD,PECCI MARZIO,2016,7562
RIMINI,RIMINI,EMILIA-ROMAGNA,FORZA ITALIA,PECCI MARZIO,2016,4613
SANSEPOLCRO,AREZZO,TOSCANA,MOVIMENTO 5 STELLE.IT,GIORNI CATIA,2016,715
RIMINI,RIMINI,EMILIA-ROMAGNA,LISTA CIVICA - UNITI SI VINCE,PECCI MARZIO,2016,2167
RIMINI,RIMINI,EMILIA-ROMAGNA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,PECCI MARZIO,2016,1781
RIMINI,RIMINI,EMILIA-ROMAGNA,LISTA CIVICA - OBIETTIVO CIVICO VINCERE PER RIMINI,CAMPORESI LUIGI,2016,3035
RIMINI,RIMINI,EMILIA-ROMAGNA,FARE! CON FLAVIO TOSI-ALTRI,CAMPORESI LUIGI,2016,1305
RIMINI,RIMINI,EMILIA-ROMAGNA,LISTA CIVICA - MOVIMENTO LIBERO RIMINI,CAMPORESI LUIGI,2016,1171
RIMINI,RIMINI,EMILIA-ROMAGNA,SINISTRA - DIRITTI A SINISTRA,VISINTIN SARA,2016,1350
RIMINI,RIMINI,EMILIA-ROMAGNA,LISTA CIVICA - RIMINI PEOPLE,MARANI MARA,2016,1402
RIMINI,RIMINI,EMILIA-ROMAGNA,IL POPOLO DELLA FAMIGLIA,DI CAMPI ADDOLORATA DETTA ADA,2016,970
RIMINI,RIMINI,EMILIA-ROMAGNA,FORZA NUOVA,OTTAVIANI MIRCO,2016,855
RIMINI,RIMINI,EMILIA-ROMAGNA,FRONTE NAZIONALE PER L'ITALIA,MASCIONI MARINA,2016,715
RAVENNA,RAVENNA,EMILIA-ROMAGNA,PARTITO DEMOCRATICO,DE PASCALE MICHELE,2016,25031
RAVENNA,RAVENNA,EMILIA-ROMAGNA,PRI,DE PASCALE MICHELE,2016,3154
RAVENNA,RAVENNA,EMILIA-ROMAGNA,SINISTRA - SINISTRA PER RAVENNA,DE PASCALE MICHELE,2016,1750
RAVENNA,RAVENNA,EMILIA-ROMAGNA,LISTA CIVICA - AMA RAVENNA,DE PASCALE MICHELE,2016,1579
RAVENNA,RAVENNA,EMILIA-ROMAGNA,LISTA CIVICA - INSIEME X CAMBIARE,DE PASCALE MICHELE,2016,1404
RAVENNA,RAVENNA,EMILIA-ROMAGNA,LISTA CIVICA - RAVVIVA RAVENNA,DE PASCALE MICHELE,2016,1054
RAVENNA,RAVENNA,EMILIA-ROMAGNA,ITALIA DEI VALORI,DE PASCALE MICHELE,2016,221
RAVENNA,RAVENNA,EMILIA-ROMAGNA,LEGA NORD,ALBERGHINI MASSIMILIANO,2016,10566
RAVENNA,RAVENNA,EMILIA-ROMAGNA,LISTA CIVICA - LISTA PER RAVENNA,ALBERGHINI MASSIMILIANO,2016,4526
RAVENNA,RAVENNA,EMILIA-ROMAGNA,FORZA ITALIA,ALBERGHINI MASSIMILIANO,2016,3549
RAVENNA,RAVENNA,EMILIA-ROMAGNA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,ALBERGHINI MASSIMILIANO,2016,1205
RAVENNA,RAVENNA,EMILIA-ROMAGNA,LISTA CIVICA - MOVIMENTO CIVICO CAMBIERÀ,GUERRA MICHELA,2016,9077
RAVENNA,RAVENNA,EMILIA-ROMAGNA,LISTA CIVICA - RAVENNA IN COMUNE,SUTTER RAFFAELLA,2016,4308
RAVENNA,RAVENNA,EMILIA-ROMAGNA,LISTA CIVICA - LA PIGNA,BUCCI MAURIZIO,2016,3804
ROTTOFRENO,PIACENZA,EMILIA-ROMAGNA,LISTA CIVICA - VENEZIANI SINDACO,VENEZIANI RAFFAELE,2016,3049
ROTTOFRENO,PIACENZA,EMILIA-ROMAGNA,PARTITO DEMOCRATICO,TAGLIAFICHI DAVIDE,2016,1377
ROTTOFRENO,PIACENZA,EMILIA-ROMAGNA,LISTA CIVICA - PER ROTTOFRENO,LUCCHINI STEFANO,2016,838
ROTTOFRENO,PIACENZA,EMILIA-ROMAGNA,PARTITO COMUNISTA D'ITALIA,SICILIANO DOMENICO,2016,241
GAZZOLA,PIACENZA,EMILIA-ROMAGNA,LISTA CIVICA - PER GAZZOLA E LA SUA GENTE,MASERATI SIMONE,2016,888
GAZZOLA,PIACENZA,EMILIA-ROMAGNA,LISTA CIVICA - NOI PER GAZZOLA,COMOLLI GIAMPIETRO DETTO NINETTO,2016,263
FIORENZUOLA D'ARDA,PIACENZA,EMILIA-ROMAGNA,CEN-DES(CONTR.UFF.) - F.IT-L.NORD-FRAT.D'IT-AN,GANDOLFI ROMEO,2016,2631
FIORENZUOLA D'ARDA,PIACENZA,EMILIA-ROMAGNA,LISTA CIVICA - NOI DI FIORENZUOLA,BRUSAMONTI GIUSEPPE,2016,2282
FIORENZUOLA D'ARDA,PIACENZA,EMILIA-ROMAGNA,MOVIMENTO 5 STELLE.IT,ROSSINI ELENA,2016,1317
FIORENZUOLA D'ARDA,PIACENZA,EMILIA-ROMAGNA,SINISTRA - SINISTRA PER FIORENZUOLA,MAINARDI FERDINANDO DETTO NANDO,2016,1055
CORTEMAGGIORE,PIACENZA,EMILIA-ROMAGNA,CEN-DES(CONTR.UFF.) - F.IT-L.NORD-FRATELLI D'IT-AN,GIROMETTA GABRIELE,2016,1069
CORTEMAGGIORE,PIACENZA,EMILIA-ROMAGNA,LISTA CIVICA - UNA VERA CORTE MAGGIORE,MAFFINI NADIA,2016,634
CORTEMAGGIORE,PIACENZA,EMILIA-ROMAGNA,LISTA CIVICA - CORTEMAGGIORE ORA TOCCA A TE,MUTTI LAURA,2016,626
CADEO,PIACENZA,EMILIA-ROMAGNA,LISTA CIVICA - CAMBIA CADEO,BRICCONI MARCO,2016,2025
CADEO,PIACENZA,EMILIA-ROMAGNA,LISTA CIVICA - INSIEME PER FARE,CARDIS ANGELO,2016,1148
GROPPARELLO,PIACENZA,EMILIA-ROMAGNA,LISTA CIVICA - INSIEME,GHITTONI CLAUDIO,2016,550
GROPPARELLO,PIACENZA,EMILIA-ROMAGNA,CEN-DES(LS.CIVICHE) - CENTRODESTRA UNITO,RUSCIO LAURA,2016,433
GROPPARELLO,PIACENZA,EMILIA-ROMAGNA,LISTA CIVICA - UN FUTURO PER GROPPARELLO,VINCENTI GIORGIO,2016,383
BORGONOVO VAL TIDONE,PIACENZA,EMILIA-ROMAGNA,CEN-DES(CONTR.UFF.) - L.NORD-F.IT-FRAT.D'IT-AN-CIVICA,MAZZOCCHI PIETRO,2016,1389
BORGONOVO VAL TIDONE,PIACENZA,EMILIA-ROMAGNA,LISTA CIVICA - IMPEGNO E PASSIONE PER IL NOSTRO PAESE,AZZALI CHIARA,2016,1248
BORGONOVO VAL TIDONE,PIACENZA,EMILIA-ROMAGNA,LISTA CIVICA - TERZA LISTA,GUASCONI GUIDO,2016,1043
AGAZZANO,PIACENZA,EMILIA-ROMAGNA,LISTA CIVICA - TUTTAGAZZANO,CIGALINI MATTIA,2016,431
AGAZZANO,PIACENZA,EMILIA-ROMAGNA,LISTA CIVICA - PROGETTO COMUNE,MAESTRI ARRIGO,2016,399
AGAZZANO,PIACENZA,EMILIA-ROMAGNA,LISTA CIVICA - L'ALTRA AGAZZANO,CIGALINI MAURIZIO,2016,208
SAN MARTINO IN RIO,REGGIO NELL'EMILIA,EMILIA-ROMAGNA,CEN-SIN(LS.CIVICHE) - UNITI PER SAN MARTINO,FUCCIO PAOLO,2016,1755
SAN MARTINO IN RIO,REGGIO NELL'EMILIA,EMILIA-ROMAGNA,LISTA CIVICA - ALLEANZA CIVICA,VILLA LUCA,2016,1490
SAN MARTINO IN RIO,REGGIO NELL'EMILIA,EMILIA-ROMAGNA,LISTA CIVICA - PROGETTO SAN MARTINO,LUSETTI FABIO,2016,535
CASTELLARANO,REGGIO NELL'EMILIA,EMILIA-ROMAGNA,LISTA CIVICA - CASTELLARANO BENE COMUNE,ZANNI GIORGIO,2016,3162
CASTELLARANO,REGGIO NELL'EMILIA,EMILIA-ROMAGNA,LISTA CIVICA - CASTELLARANO DI TUTTI,CONTINI CARLO-ALBERTO,2016,2133
CASTELLARANO,REGGIO NELL'EMILIA,EMILIA-ROMAGNA,MOVIMENTO 5 STELLE.IT,SALOMONI STEFANO,2016,1734
CASINA,REGGIO NELL'EMILIA,EMILIA-ROMAGNA,LISTA CIVICA - PER CASINA,RINALDI GIAN FRANCO,2016,1164
CASINA,REGGIO NELL'EMILIA,EMILIA-ROMAGNA,LISTA CIVICA - CASINA BENE COMUNE,COSTI STEFANO,2016,1164
CASINA,REGGIO NELL'EMILIA,EMILIA-ROMAGNA,FRATELLI D'ITALIA-AN-L.NORD,BIZZOCCHI ALBERTO,2016,160
PENNABILLI,RIMINI,EMILIA-ROMAGNA,LISTA CIVICA - IDENTITÀ MONTANA,GIANNINI MAURO,2016,1185
PENNABILLI,RIMINI,EMILIA-ROMAGNA,"LISTA CIVICA - NELLA STORIA, IL FUTURO",VALENTI LORENZO,2016,718
NOVAFELTRIA,RIMINI,EMILIA-ROMAGNA,LISTA CIVICA - PERCORSO COMUNE,ZANCHINI STEFANO,2016,2118
NOVAFELTRIA,RIMINI,EMILIA-ROMAGNA,LISTA CIVICA - DIREZIONE FUTURO,BERARDI GABRIELE,2016,1774
NOVAFELTRIA,RIMINI,EMILIA-ROMAGNA,MOVIMENTO 5 STELLE.IT,BOLOGNA FABRIZIO,2016,428
MONTESCUDO - MONTE COLOMBO,RIMINI,EMILIA-ROMAGNA,LISTA CIVICA - TORRI UNITE,CASTELLARI ELENA,2016,1440
MONTESCUDO - MONTE COLOMBO,RIMINI,EMILIA-ROMAGNA,MOVIMENTO 5 STELLE.IT,MARSETTI SHELINA,2016,1000
MONTESCUDO - MONTE COLOMBO,RIMINI,EMILIA-ROMAGNA,LISTA CIVICA - FORUM CIVICO,ORSI SERGIO,2016,673
CATTOLICA,RIMINI,EMILIA-ROMAGNA,PARTITO DEMOCRATICO,GAMBINI SERGIO,2016,2380
CATTOLICA,RIMINI,EMILIA-ROMAGNA,LISTA CIVICA - ENERGIA CIVICA 40,GAMBINI SERGIO,2016,411
CATTOLICA,RIMINI,EMILIA-ROMAGNA,LISTA CIVICA - MUSICA E LIBERTÀ,GAMBINI SERGIO,2016,71
CATTOLICA,RIMINI,EMILIA-ROMAGNA,MOVIMENTO 5 STELLE.IT,GENNARI MARIANO,2016,1932
CATTOLICA,RIMINI,EMILIA-ROMAGNA,LEGA NORD,GESSAROLI MASSIMILIANO,2016,674
CATTOLICA,RIMINI,EMILIA-ROMAGNA,LISTA CIVICA - CATTOLICA NEL CUORE,GESSAROLI MASSIMILIANO,2016,455
CATTOLICA,RIMINI,EMILIA-ROMAGNA,FORZA ITALIA,GESSAROLI MASSIMILIANO,2016,315
CATTOLICA,RIMINI,EMILIA-ROMAGNA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,GESSAROLI MASSIMILIANO,2016,92
CATTOLICA,RIMINI,EMILIA-ROMAGNA,LISTA CIVICA - INSIEME PER CATTOLICA,UBALDUCCI GIOVANNA,2016,412
CATTOLICA,RIMINI,EMILIA-ROMAGNA,LISTA CIVICA - AMARE CATTOLICA,UBALDUCCI GIOVANNA,2016,273
CATTOLICA,RIMINI,EMILIA-ROMAGNA,LISTA CIVICA - SPAZIO ROSSO,RICCIO MARIA SILVIA,2016,300
CATTOLICA,RIMINI,EMILIA-ROMAGNA,RIFONDAZIONE COMUNISTA,FRANCA ROBERTO,2016,127
ORTIGNANO RAGGIOLO,AREZZO,TOSCANA,LISTA CIVICA - UNITI PER ORTIGNANO RAGGIOLO,PISTOLESI FIORENZO,2016,306
ORTIGNANO RAGGIOLO,AREZZO,TOSCANA,LISTA CIVICA - PERSONE TERRITORIO TRADIZIONI,BANDELLONI MARTINO,2016,225
ORTIGNANO RAGGIOLO,AREZZO,TOSCANA,CEN-DES(CONTR.UFF.) - L.NORD-FRAT.D'IT-AN-F.IT,NORCINI ALESSANDRO,2016,8
MONTEVARCHI,AREZZO,TOSCANA,LISTA CIVICA - PRIMA MONTEVARCHI,CHIASSAI SILVIA,2016,1589
MONTEVARCHI,AREZZO,TOSCANA,FORZA ITALIA,CHIASSAI SILVIA,2016,907
MONTEVARCHI,AREZZO,TOSCANA,LISTA CIVICA - MONTEVARCHI IN SALUTE,CHIASSAI SILVIA,2016,471
MONTEVARCHI,AREZZO,TOSCANA,LEGA NORD,CHIASSAI SILVIA,2016,444
MONTEVARCHI,AREZZO,TOSCANA,PARTITO DEMOCRATICO,RICCI PAOLO ANTONIO,2016,2053
MONTEVARCHI,AREZZO,TOSCANA,LISTA CIVICA - AVANTI MONTEVARCHI,RICCI PAOLO ANTONIO,2016,962
MONTEVARCHI,AREZZO,TOSCANA,LISTA CIVICA - MONTEVARCHI FUTURA,RICCI PAOLO ANTONIO,2016,610
MONTEVARCHI,AREZZO,TOSCANA,LISTA CIVICA - MONTEVARCHI DEMOCRATICA,GRASSO FRANCESCO MARIA,2016,1792
MONTEVARCHI,AREZZO,TOSCANA,MOVIMENTO 5 STELLE.IT,NORCI CARLO,2016,1082
MONTEVARCHI,AREZZO,TOSCANA,LISTA CIVICA - MONTEVARCHI ALTERNATIVA,CINCINELLI CLAUDIO,2016,432
CIVITELLA IN VAL DI CHIANA,AREZZO,TOSCANA,LISTA CIVICA - ALLEANZA PER CIVITELLA,MENCHETTI GINETTA,2016,2429
CIVITELLA IN VAL DI CHIANA,AREZZO,TOSCANA,LISTA CIVICA - IL GOVERNO DEI CITTADINI,BADII FABIO,2016,1276
CIVITELLA IN VAL DI CHIANA,AREZZO,TOSCANA,MOVIMENTO 5 STELLE.IT,BARBAGLI ANDREA,2016,797
ANGHIARI,AREZZO,TOSCANA,LISTA CIVICA - LIBERA MENTE,POLCRI ALESSANDRO,2016,1202
ANGHIARI,AREZZO,TOSCANA,LISTA CIVICA - INSIEME PER ANGHIARI,MATTEAGI SIMONE,2016,1193
ANGHIARI,AREZZO,TOSCANA,MOVIMENTO 5 STELLE.IT,GAGGIOTTINI PAOLO,2016,731
ROCCALBEGNA,GROSSETO,TOSCANA,LISTA CIVICA - LIBERI DAI PARTITI,GALLI MASSIMO,2016,423
ROCCALBEGNA,GROSSETO,TOSCANA,LISTA CIVICA - RICOSTRUIRE IN COMUNE,MARIOTTI DAVIDE,2016,139
ROCCALBEGNA,GROSSETO,TOSCANA,LISTA CIVICA - PER UN FUTURO NUOVO,CONTI GIUSEPPE,2016,92
ORBETELLO,GROSSETO,TOSCANA,LISTA CIVICA - PATTO PER IL FUTURO,CASAMENTI ANDREA,2016,4001
ORBETELLO,GROSSETO,TOSCANA,LISTA CIVICA - PROTAGONISTI DEL CAMBIAMENTO,PAFFETTI MONICA,2016,2861
ORBETELLO,GROSSETO,TOSCANA,MOVIMENTO 5 STELLE.IT,VELASCO ALFREDO,2016,1381
GROSSETO,GROSSETO,TOSCANA,LISTA CIVICA - VIVARELLI COLONNA SINDACO PER GROSSETO,VIVARELLI COLONNA ANTONFRANCESCO,2016,4015
GROSSETO,GROSSETO,TOSCANA,LEGA NORD,VIVARELLI COLONNA ANTONFRANCESCO,2016,3341
GROSSETO,GROSSETO,TOSCANA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,VIVARELLI COLONNA ANTONFRANCESCO,2016,3151
GROSSETO,GROSSETO,TOSCANA,FORZA ITALIA,VIVARELLI COLONNA ANTONFRANCESCO,2016,3110
GROSSETO,GROSSETO,TOSCANA,LISTA CIVICA - MAREMMA MIGLIORE,VIVARELLI COLONNA ANTONFRANCESCO,2016,1004
GROSSETO,GROSSETO,TOSCANA,UNIONE DI CENTRO,VIVARELLI COLONNA ANTONFRANCESCO,2016,496
GROSSETO,GROSSETO,TOSCANA,MOV.AUT.TOSCANO,VIVARELLI COLONNA ANTONFRANCESCO,2016,451
GROSSETO,GROSSETO,TOSCANA,LISTA CIVICA - PRIMA GROSSETO,VIVARELLI COLONNA ANTONFRANCESCO,2016,185
GROSSETO,GROSSETO,TOSCANA,PARTITO DEMOCRATICO,MASCAGNI LORENZO,2016,7597
GROSSETO,GROSSETO,TOSCANA,LISTA CIVICA - LORENZO MASCAGNI SINDACO,MASCAGNI LORENZO,2016,3795
GROSSETO,GROSSETO,TOSCANA,LISTA CIVICA - PASSIONE PER GROSSETO,MASCAGNI LORENZO,2016,1594
GROSSETO,GROSSETO,TOSCANA,RIFORMISTI-PSI,MASCAGNI LORENZO,2016,1447
GROSSETO,GROSSETO,TOSCANA,MOVIMENTO 5 STELLE.IT,GORI GIACOMO,2016,7433
GROSSETO,GROSSETO,TOSCANA,"SINISTRA - INSIEME, A SINISTRA",CECIARINI MASSIMO,2016,1074
GROSSETO,GROSSETO,TOSCANA,PARTITO COMUNISTA D'ITALIA,BARZANTI MARCO,2016,470
GROSSETO,GROSSETO,TOSCANA,LISTA CIVICA - GROSSETO OGGI PER DOMANI,FELICIONI MASSIMO,2016,501
GROSSETO,GROSSETO,TOSCANA,LISTA CIVICA - TOSCANA STATO,VIVARELLI CARLO,2016,190
GROSSETO,GROSSETO,TOSCANA,FORZA NUOVA,TROTTA FEDERICO,2016,153
CASTIGLIONE DELLA PESCAIA,GROSSETO,TOSCANA,LISTA CIVICA - INSIEME PER CASTIGLIONE,FARNETANI GIANCARLO,2016,2345
CASTIGLIONE DELLA PESCAIA,GROSSETO,TOSCANA,CEN-DES(CONTR.UFF.) - L.NORD-FORZA IT-FRAT.D'IT-AN,GIANNONE MICHELE,2016,845
CASTIGLIONE DELLA PESCAIA,GROSSETO,TOSCANA,MOVIMENTO 5 STELLE.IT,MAZZINI BENEDETTA,2016,723
CASTIGLIONE DELLA PESCAIA,GROSSETO,TOSCANA,LISTA CIVICA - UNITI PER UNA CASTIGLIONE MIGLIORE,MAGRINI MASSIMILIANO,2016,347
PIEVE FOSCIANA,LUCCA,TOSCANA,LISTA CIVICA - UNIONE DEMOCRATICA,ANGELINI FRANCESCO,2016,1094
PIEVE FOSCIANA,LUCCA,TOSCANA,LISTA CIVICA - UN FUTURO PER PIEVE FOSCIANA,TURRIANI MARIO,2016,320
PIAZZA AL SERCHIO,LUCCA,TOSCANA,LISTA CIVICA - UN FUTURO PER PIAZZA AL SERCHIO,CARRARI ANDREA,2016,940
PIAZZA AL SERCHIO,LUCCA,TOSCANA,LISTA CIVICA - PIAZZA NEL CUORE,PIERAMI LIA,2016,683
ALTOPASCIO,LUCCA,TOSCANA,LISTA CIVICA - INSIEME PER ALTOPASCIO,FAGNI FRANCESCO,2016,2001
ALTOPASCIO,LUCCA,TOSCANA,LEGA NORD,FAGNI FRANCESCO,2016,718
ALTOPASCIO,LUCCA,TOSCANA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,FAGNI FRANCESCO,2016,432
ALTOPASCIO,LUCCA,TOSCANA,PARTITO DEMOCRATICO,D'AMBROSIO SARA,2016,1815
ALTOPASCIO,LUCCA,TOSCANA,LISTA CIVICA - VIVIAMO ALTOPASCIO,D'AMBROSIO SARA,2016,912
ALTOPASCIO,LUCCA,TOSCANA,LISTA CIVICA - LIBERALTOPASCIO,TORI GIOVANNI MATTEO,2016,313
ALTOPASCIO,LUCCA,TOSCANA,LEGA TOSCANA,TORI GIOVANNI MATTEO,2016,108
ALTOPASCIO,LUCCA,TOSCANA,LISTA CIVICA - IL FUTURO PER ALTOPASCIO,DEL SARTO FERRUCCIO,2016,381
MONTIGNOSO,MASSA-CARRARA,TOSCANA,CEN-SIN(CONTR.UFF.) - PSI-PD-SEL-RIF.COM,LORENZETTI GIANNI,2016,2749
MONTIGNOSO,MASSA-CARRARA,TOSCANA,LISTA CIVICA - MONTIGNOSO DEMOCRATICA,DEL FREO SETTIMO,2016,1316
CASCINA,PISA,TOSCANA,PARTITO DEMOCRATICO,ANTONELLI ALESSIO,2016,5563
CASCINA,PISA,TOSCANA,LISTA CIVICA - CASCINI@MO,ANTONELLI ALESSIO,2016,684
SANTA LUCE,PISA,TOSCANA,LISTA CIVICA - INSIEME PER SANTA LUCE,CARLI GIAMILA,2016,612
SANTA LUCE,PISA,TOSCANA,LISTA CIVICA - SANTA LUCE DEMOCRATICA,MARINI ANDREA,2016,334
MONTIGNOSO,MASSA-CARRARA,TOSCANA,MOVIMENTO 5 STELLE.IT,LENZETTI PAOLO,2016,794
MONTIGNOSO,MASSA-CARRARA,TOSCANA,LISTA CIVICA - LIBERIAMO MONTIGNOSO,CELLA ANDREA,2016,672
MONTIGNOSO,MASSA-CARRARA,TOSCANA,FORZA NUOVA,GIORGI ARIANNA,2016,83
CASCINA,PISA,TOSCANA,LISTA CIVICA - RIFORMISTI PER CASCINA,ANTONELLI ALESSIO,2016,468
CASCINA,PISA,TOSCANA,SINISTRA - SINISTRA PER CASCINA,ANTONELLI ALESSIO,2016,463
CASCINA,PISA,TOSCANA,LISTA CIVICA - CITTADINI PER CASCINA,ANTONELLI ALESSIO,2016,446
CASCINA,PISA,TOSCANA,LISTA CIVICA - IN LISTA PER CASCINA,ANTONELLI ALESSIO,2016,318
CASCINA,PISA,TOSCANA,LEGA NORD,CECCARDI SUSANNA,2016,3925
CASCINA,PISA,TOSCANA,FORZA ITALIA,CECCARDI SUSANNA,2016,845
CASCINA,PISA,TOSCANA,FRATELLI D'ITALIA - ALLEANZA NAZIONALE,CECCARDI SUSANNA,2016,376
CASCINA,PISA,TOSCANA,MOVIMENTO 5 STELLE.IT,LOCONSOLE CLAUDIO,2016,3335
CASCINA,PISA,TOSCANA,LISTA CIVICA - PROGETTO CASCINA,PARRINI MICHELE,2016,1441
CASCINA,PISA,TOSCANA,SINISTRA - LA SINISTRA E I COMUNISTI,MINUTI MARIO,2016,587
BUTI,PISA,TOSCANA,LISTA CIVICA - INSIEME PER BUTI,LARI ALESSIO,2016,1646
BUTI,PISA,TOSCANA,LISTA CIVICA - PER CAMBIARE 2.0,MAFFEI BARBARA,2016,1089
BUTI,PISA,TOSCANA,RIFONDAZIONE COMUNISTA,AGRUSTA GERARDINA,2016,202
CHIUSI,SIENA,TOSCANA,PARTITO DEMOCRATICO-PART. SOC.IT,BETTOLLINI JURI,2016,2816
CHIUSI,SIENA,TOSCANA,SINISTRA - POSSIAMO SINISTRA PER CHIUSI,SCARAMELLI LUCA,2016,604
CHIUSI,SIENA,TOSCANA,MOVIMENTO 5 STELLE.IT,CIPPITELLI BRUNA,2016,592
CHIUSI,SIENA,TOSCANA,CEN-DES(CONTR.UFF.) - L.NORD-FRAT.D'IT-AN-F.IT,SALARIS MIRCO,2016,219
CHIUSI,SIENA,TOSCANA,LISTA CIVICA - I CITTADINI PER CHIUSI,FIORINI VAGNETTI RITA,2016,146
NOCERA UMBRA,PERUGIA,UMBRIA,LISTA CIVICA - VIVERE NOCERA,BONTEMPI GIOVANNI,2016,1988
